,location,total_sqft,bath,price,bhk
4342,Kasavanhalli,1121.0,2.0,75.0,2
4343,Kasturi Nagar,1925.0,3.0,125.0,3
4344,Kasturi Nagar,1567.0,2.0,92.0,2
4347,Kasturi Nagar,1080.0,2.0,80.0,2
4348,Kasturi Nagar,1101.0,2.0,65.0,2
4350,Kasturi Nagar,1896.0,3.0,125.0,4
4351,Kasturi Nagar,1100.0,2.0,58.0,2
4352,Kasturi Nagar,1570.0,3.0,110.0,3
4353,Kasturi Nagar,1000.0,2.0,58.0,2
4354,Kasturi Nagar,1101.0,2.0,66.0,2
4355,Kasturi Nagar,2507.0,4.0,155.0,4
4356,Kathriguppe,1400.0,2.0,77.0,3
4357,Kathriguppe,1250.0,2.0,68.75,3
4358,Kathriguppe,1245.0,2.0,68.48,3
4359,Kathriguppe,1350.0,2.0,87.01,3
4360,Kathriguppe,1350.0,2.0,80.99,3
4361,Kathriguppe,1365.0,2.0,75.08,3
4362,Kathriguppe,1300.0,3.0,77.99,3
4363,Kathriguppe,1350.0,2.0,80.99,3
4364,Kathriguppe,1390.0,2.0,76.45,3
4365,Kathriguppe,1350.0,3.0,78.3,3
4366,Kathriguppe,1250.0,2.0,68.75,3
4367,Kathriguppe,1300.0,3.0,77.99,3
4368,Kathriguppe,1335.0,2.0,73.43,3
4369,Kathriguppe,1300.0,3.0,77.99,3
4370,Kathriguppe,1300.0,3.0,77.99,3
4371,Kathriguppe,1335.0,2.0,73.43,3
4372,Kathriguppe,1350.0,3.0,80.99,3
4373,Kathriguppe,1250.0,2.0,68.75,2
4374,Kathriguppe,1350.0,3.0,80.99,3
4375,Kaval Byrasandra,460.0,1.0,22.0,2
4376,Kaval Byrasandra,1200.0,2.0,52.0,2
4377,Kaval Byrasandra,1020.0,2.0,52.0,2
4378,Kaval Byrasandra,1200.0,2.0,49.5,2
4379,Kaval Byrasandra,945.0,2.0,50.0,2
4380,Kaval Byrasandra,1060.0,2.0,45.0,2
4381,Kaval Byrasandra,1100.0,2.0,46.0,2
4382,Kaval Byrasandra,1185.0,2.0,49.0,2
4383,Kaval Byrasandra,997.0,2.0,53.0,2
4384,Kaval Byrasandra,1060.0,2.0,42.0,2
4385,Kaval Byrasandra,480.0,1.0,25.0,1
4386,Kaval Byrasandra,1125.0,2.0,41.5,2
4387,Kaval Byrasandra,1180.0,2.0,60.0,2
4388,Kaval Byrasandra,1450.0,3.0,75.0,3
4389,Kaval Byrasandra,1066.0,2.0,55.0,2
4390,Kaval Byrasandra,1025.0,2.0,60.0,2
4391,Kaval Byrasandra,1400.0,3.0,75.0,3
4392,Kenchenahalli,1015.0,2.0,58.0,2
4393,Kenchenahalli,715.0,1.0,45.0,1
4394,Kenchenahalli,1150.0,2.0,58.0,2
4395,Kenchenahalli,1280.0,2.0,69.0,3
4397,Kenchenahalli,870.0,1.0,45.0,2
4398,Kenchenahalli,1150.0,2.0,60.0,2
4399,Kenchenahalli,700.0,1.0,35.0,1
4400,Kenchenahalli,1060.0,2.0,52.0,2
4401,Kenchenahalli,1150.0,2.0,57.0,2
4402,Kenchenahalli,1720.0,3.0,100.0,3
4403,Kenchenahalli,1015.0,2.0,60.0,2
4405,Kengeri,750.0,2.0,38.0,2
4408,Kengeri,1200.0,2.0,58.0,2
4412,Kengeri,1025.0,2.0,57.0,2
4414,Kengeri,1082.0,2.0,49.0,3
4417,Kengeri,750.0,2.0,36.0,2
4420,Kengeri,726.0,2.0,35.0,2
4422,Kengeri,416.0,1.0,19.5,1
4423,Kengeri,900.0,2.0,45.0,2
4426,Kengeri,502.0,1.0,25.0,1
4428,Kengeri,1200.0,3.0,67.0,3
4430,Kengeri,500.0,1.0,17.0,1
4431,Kengeri,540.0,1.0,22.5,1
4432,Kengeri,750.0,2.0,35.5,2
4433,Kengeri,1741.0,3.0,80.0,3
4435,Kengeri,1200.0,2.0,58.0,2
4438,Kengeri,750.0,2.0,36.5,2
4440,Kengeri,416.0,1.0,18.0,1
4442,Kengeri,883.0,2.0,49.0,2
4443,Kengeri,1052.0,2.0,51.0,2
4445,Kengeri,1220.0,2.0,63.0,2
4446,Kengeri,1150.0,1.0,52.0,1
4447,Kengeri,1192.0,2.0,53.5,2
4449,Kengeri,750.0,2.0,40.0,2
4450,Kengeri,600.0,1.0,35.0,1
4451,Kengeri,1035.0,2.0,51.5,2
4452,Kengeri,3000.0,5.0,130.0,8
4453,Kengeri,410.0,1.0,15.0,1
4454,Kengeri,416.0,1.0,17.19,1
4457,Kengeri,2500.0,4.0,100.0,5
4458,Kengeri,550.0,1.0,16.75,1
4459,Kengeri Satellite Town,890.0,2.0,35.0,2
4460,Kengeri Satellite Town,883.0,2.0,45.0,2
4461,Kengeri Satellite Town,1415.0,2.0,66.0,3
4462,Kengeri Satellite Town,930.0,1.0,30.0,1
4463,Kengeri Satellite Town,1635.0,2.0,78.0,3
4464,Kengeri Satellite Town,1050.0,2.0,43.0,2
4465,Kengeri Satellite Town,1007.0,2.0,42.0,2
4466,Kengeri Satellite Town,635.0,1.0,22.0,2
4467,Kengeri Satellite Town,818.0,2.0,26.0,2
4468,Kengeri Satellite Town,1030.0,2.0,50.0,2
4469,Kengeri Satellite Town,1200.0,2.0,65.0,2
4470,Kengeri Satellite Town,795.0,2.0,32.0,2
4471,Kengeri Satellite Town,1302.0,2.0,44.285,2
4472,Kengeri Satellite Town,800.0,2.0,40.0,2
4473,Kengeri Satellite Town,654.0,1.0,22.0,1
4474,Kengeri Satellite Town,1060.0,2.0,42.0,2
4475,Kengeri Satellite Town,750.0,2.0,33.0,2
4476,Kengeri Satellite Town,920.0,2.0,39.0,2
4477,Kengeri Satellite Town,985.0,2.0,42.0,2
4478,Kengeri Satellite Town,410.0,1.0,15.0,1
4479,Kengeri Satellite Town,1120.0,2.0,49.0,2
4481,Kengeri Satellite Town,1110.0,2.0,43.0,2
4482,Kengeri Satellite Town,1170.0,2.0,50.0,2
4483,Kengeri Satellite Town,777.4,2.0,25.0,2
4484,Kengeri Satellite Town,800.0,2.0,32.0,2
4485,Kereguddadahalli,950.0,2.0,32.0,2
4486,Kereguddadahalli,1400.0,2.0,48.0,3
4487,Kereguddadahalli,800.0,2.0,28.0,2
4488,Kereguddadahalli,904.0,2.0,30.0,2
4490,Kereguddadahalli,1000.0,2.0,30.0,2
4491,Kereguddadahalli,1240.0,3.0,41.0,3
4492,Kereguddadahalli,600.0,1.0,19.5,1
4493,Kereguddadahalli,1080.0,2.0,32.0,2
4494,Kereguddadahalli,1000.0,2.0,34.0,2
4497,Kereguddadahalli,1015.0,2.0,35.0,2
4498,Kodichikkanahalli,1190.0,2.0,57.0,3
4499,Kodichikkanahalli,995.0,2.0,41.0,2
4500,Kodichikkanahalli,650.0,1.0,38.0,1
4501,Kodichikkanahalli,2700.0,7.0,125.0,5
4502,Kodichikkanahalli,1495.0,2.0,75.0,3
4503,Kodichikkanahalli,3250.0,4.0,180.0,4
4504,Kodichikkanahalli,1125.0,2.0,52.0,2
4505,Kodichikkanahalli,1150.0,2.0,48.0,2
4506,Kodichikkanahalli,1070.0,2.0,43.0,2
4507,Kodichikkanahalli,1620.0,2.0,85.0,3
4509,Kodichikkanahalli,1025.0,2.0,66.0,2
4510,Kodichikkanahalli,1026.0,2.0,45.0,2
4511,Kodichikkanahalli,2500.0,7.0,125.0,5
4512,Kodichikkanahalli,450.0,1.0,18.0,1
4513,Kodichikkanahalli,907.0,2.0,38.5,2
4514,Kodichikkanahalli,1181.0,2.0,57.0,2
4515,Kodichikkanahalli,900.0,2.0,42.0,2
4517,Kodichikkanahalli,1680.0,2.0,59.0,2
4518,Kodichikkanahalli,1400.0,3.0,66.0,3
4519,Kodichikkanahalli,976.0,2.0,50.0,2
4520,Kodichikkanahalli,2700.0,4.0,125.0,5
4521,Kodichikkanahalli,1299.0,2.0,58.0,2
4522,Kodichikkanahalli,900.0,2.0,35.0,2
4523,Kodigehaali,1166.0,2.0,55.0,2
4524,Kodigehaali,1320.0,3.0,65.0,3
4525,Kodigehaali,1117.0,2.0,56.0,2
4526,Kodigehaali,1200.0,2.0,55.0,2
4527,Kodigehaali,1200.0,2.0,60.0,2
4528,Kodigehaali,2120.0,3.0,177.0,3
4529,Kodigehaali,1013.0,2.0,51.0,2
4530,Kodigehaali,1324.0,3.0,65.0,3
4531,Kodigehaali,965.0,2.0,38.0,2
4532,Kodigehaali,866.0,2.0,32.0,2
4533,Kodigehaali,1442.0,3.0,80.0,3
4534,Kodigehalli,1270.0,2.0,98.0,2
4535,Kodigehalli,1200.0,2.0,48.0,2
4536,Kodigehalli,655.0,1.0,53.0,1
4537,Kodigehalli,1820.0,3.0,150.0,3
4538,Kodigehalli,500.0,1.0,55.0,2
4539,Kodigehalli,635.0,1.0,28.0,2
4540,Kodigehalli,1200.0,4.0,156.0,3
4541,Kodihalli,3252.0,5.0,335.0,4
4542,Kodihalli,2700.0,4.0,270.0,3
4543,Kodihalli,2392.0,4.0,260.0,3
4544,Kodihalli,2408.0,4.0,260.0,3
4545,Kodihalli,2500.0,4.0,260.0,3
4546,Kodihalli,1620.0,3.0,130.0,3
4547,Kodihalli,3260.0,5.0,388.0,4
4548,Kodihalli,3197.0,5.0,335.0,4
4549,Kodihalli,1490.0,2.0,150.0,2
4550,Kogilu,1909.0,3.0,88.0,3
4552,Kogilu,1170.0,2.0,51.99,2
4553,Kogilu,650.0,2.0,28.0,2
4554,Kogilu,1140.0,2.0,50.66,2
4555,Kogilu,1200.0,2.0,53.33,2
4556,Kogilu,1934.0,3.0,150.0,3
4557,Kogilu,540.0,1.0,36.0,1
4558,Kogilu,1559.0,3.0,127.0,3
4559,Kogilu,1190.0,2.0,50.66,2
4560,Kogilu,1140.0,2.0,50.66,2
4561,Kogilu,1559.0,3.0,120.0,3
4562,Kogilu,700.0,1.0,30.84,1
4563,Kogilu,1250.0,2.0,55.55,2
4564,Kogilu,1200.0,2.0,53.33,2
4565,Kogilu,952.0,2.0,49.0,2
4566,Kogilu,700.0,1.0,30.84,1
4567,Kogilu,1250.0,2.0,55.55,2
4568,Kogilu,2456.0,7.0,85.0,7
4569,Kogilu,1140.0,2.0,50.66,2
4570,Kogilu,1140.0,2.0,50.66,2
4571,Konanakunte,2791.0,3.0,223.0,3
4572,Konanakunte,884.0,1.0,58.0,2
4573,Konanakunte,1200.0,4.0,125.0,4
4574,Konanakunte,1200.0,2.0,130.0,4
4575,Konanakunte,2400.0,2.0,180.0,3
4576,Konanakunte,3746.0,6.0,375.0,4
4577,Konanakunte,1423.0,2.0,85.0,3
4578,Koramangala,1320.0,2.0,165.0,2
4579,Koramangala,1253.0,2.0,102.0,2
4580,Koramangala,1580.0,3.0,160.0,3
4582,Koramangala,3500.0,5.0,425.0,4
4583,Koramangala,1005.0,1.0,110.0,2
4584,Koramangala,2292.0,4.0,275.0,3
4586,Koramangala,1290.0,2.0,100.0,2
4587,Koramangala,1300.0,2.0,110.0,2
4589,Koramangala,1325.0,2.0,119.0,2
4590,Koramangala,1140.0,2.0,75.2,2
4591,Koramangala,1260.0,2.0,100.0,2
4592,Koramangala,1975.0,3.0,210.0,3
4593,Koramangala,1900.0,2.0,200.0,2
4595,Koramangala,2292.0,3.0,286.0,3
4596,Koramangala,2300.0,3.0,290.0,3
4599,Koramangala,2503.0,6.0,325.0,4
4601,Koramangala,1320.0,2.0,150.0,2
4602,Koramangala,1320.0,2.0,110.0,2
4603,Koramangala,5985.0,4.0,775.0,4
4604,Koramangala,2461.0,6.0,353.0,4
4606,Koramangala,2246.0,3.0,300.0,3
4609,Koramangala,1083.0,2.0,100.0,2
4610,Koramangala,1744.0,3.0,200.0,3
4611,Koramangala,1180.0,2.0,128.0,2
4612,Koramangala,1320.0,2.0,160.0,2
4613,Koramangala,1370.0,2.0,125.0,2
4614,Koramangala,1100.0,2.0,85.0,2
4615,Koramangala,1249.0,2.0,165.0,2
4616,Koramangala,1200.0,2.0,100.0,2
4618,Koramangala,2223.0,3.0,300.0,3
4619,Koramangala,1744.0,4.0,210.0,3
4620,Koramangala,1866.0,4.0,245.0,3
4621,Koramangala,1320.0,2.0,160.0,2
4622,Koramangala,1350.0,2.0,103.0,2
4623,Koramangala,6000.0,4.0,625.0,4
4625,Koramangala,1320.0,2.0,160.0,2
4626,Koramangala,1710.0,3.0,210.0,3
4627,Koramangala,1355.0,2.0,95.0,2
4628,Koramangala,1600.0,3.0,170.0,3
4629,Koramangala,1260.0,2.0,100.0,2
4632,Kothannur,1206.0,2.0,48.23,2
4634,Kothannur,1100.0,2.0,40.0,2
4635,Kothannur,1197.0,2.0,47.88,2
4636,Kothannur,1197.0,2.0,47.8,2
4637,Kothannur,1070.0,2.0,42.79,2
4640,Kothannur,1070.0,2.0,38.6,2
4641,Kothannur,1485.0,2.0,59.4,3
4642,Kothannur,1215.0,2.0,48.6,3
4643,Kothannur,1404.0,2.0,56.15,3
4644,Kothanur,1200.0,2.0,51.0,2
4645,Kothanur,2400.0,2.0,150.0,3
4646,Kothanur,1828.0,3.0,110.0,3
4647,Kothanur,1186.0,2.0,58.0,2
4649,Kothanur,1847.0,3.0,105.0,3
4651,Kothanur,9600.0,5.0,550.0,5
4652,Kothanur,1435.0,3.0,70.0,3
4653,Kothanur,1187.0,2.0,58.0,2
4654,Kothanur,1847.0,3.0,110.0,3
4655,Kothanur,1460.0,3.0,71.0,3
4656,Kothanur,1185.0,2.0,59.0,2
4657,Kothanur,1436.0,3.0,70.0,3
4658,Kothanur,1462.0,3.0,71.0,3
4659,Kothanur,1790.0,3.0,105.0,3
4661,Kothanur,1070.0,2.0,45.5,2
4663,Kothanur,1145.0,2.0,56.0,2
4664,Kothanur,3401.0,5.0,230.0,4
4665,Kothanur,1455.0,2.0,69.0,2
4666,Kothanur,627.0,1.0,30.0,1
4667,Kothanur,1302.0,2.0,68.5,2
4668,Kothanur,1760.0,3.0,111.0,3
4669,Kothanur,1185.0,2.0,58.0,2
4670,Kothanur,1500.0,1.0,75.0,1
4671,Kothanur,1075.0,2.0,53.0,2
4672,Kothanur,1790.0,3.0,97.0,3
4673,Kothanur,2700.0,4.0,175.0,4
4674,Kothanur,1786.0,2.0,106.0,3
4675,Kothanur,1787.0,3.0,107.0,3
4676,Kothanur,1141.0,2.0,54.0,2
4677,Kothanur,1760.0,3.0,110.0,3
4679,Kothanur,1160.0,2.0,57.0,2
4680,Kothanur,1095.0,2.0,55.0,2
4681,Kothanur,1142.0,2.0,56.0,2
4682,Kothanur,1074.0,2.0,54.0,2
4683,Kothanur,1285.0,2.0,60.0,2
4684,Kothanur,1075.0,2.0,53.0,2
4685,Kothanur,1140.0,2.0,56.0,2
4686,Kothanur,1400.0,2.0,70.0,2
4689,Kothanur,1140.0,2.0,56.0,2
4690,Kothanur,1787.0,3.0,120.0,3
4691,Kothanur,1185.0,2.0,59.0,2
4693,Kothanur,1790.0,3.0,105.0,3
4694,Kothanur,1130.0,2.0,55.0,2
4695,Kothanur,1094.0,2.0,54.0,2
4696,Kothanur,1170.0,3.0,80.0,3
4697,Kothanur,1400.0,2.0,65.0,2
4698,Kothanur,1195.0,2.0,59.0,2
4699,Kothanur,1790.0,3.0,120.0,3
4700,Kothanur,1454.0,3.0,71.5,3
4701,Kudlu,1152.0,2.0,53.5,2
4702,Kudlu,1027.0,2.0,43.0,2
4703,Kudlu,1092.0,2.0,44.0,2
4704,Kudlu,1027.0,2.0,43.0,2
4705,Kudlu,1092.0,2.0,44.0,2
4706,Kudlu,1143.0,2.0,55.0,2
4708,Kudlu,1024.0,2.0,44.0,2
4710,Kudlu,1600.0,3.0,79.0,3
4711,Kudlu,1027.0,2.0,42.0,2
4712,Kudlu,1076.0,2.0,50.0,2
4713,Kudlu,1027.0,2.0,44.0,2
4714,Kudlu,1084.0,2.0,53.0,2
4715,Kudlu,1300.0,2.0,56.0,2
4716,Kudlu,1027.0,2.0,44.0,2
4717,Kudlu,1245.0,2.0,60.0,3
4718,Kudlu,1027.0,2.0,44.0,2
4719,Kudlu,1110.0,2.0,46.0,2
4720,Kudlu,2100.0,3.0,114.0,4
4721,Kudlu,1027.0,2.0,44.0,2
4722,Kudlu,720.0,1.0,33.0,1
4723,Kudlu,1027.0,2.0,44.0,2
4724,Kudlu,1162.0,2.0,52.0,2
4725,Kudlu,1041.0,2.0,53.0,2
4726,Kudlu Gate,1535.0,3.0,83.0,3
4727,Kudlu Gate,1535.0,3.0,85.0,3
4729,Kudlu Gate,1535.0,3.0,86.0,3
4730,Kudlu Gate,1564.0,2.0,92.0,3
4732,Kudlu Gate,1238.0,2.0,55.0,2
4733,Kudlu Gate,1707.0,2.0,99.745,3
4734,Kudlu Gate,1335.0,3.0,89.0,3
4735,Kudlu Gate,703.0,1.0,52.0,1
4736,Kudlu Gate,1535.0,3.0,86.0,3
4737,Kudlu Gate,1532.0,3.0,83.0,3
4738,Kudlu Gate,1113.0,2.0,50.0,2
4740,Kudlu Gate,1185.0,2.0,50.0,2
4744,Kudlu Gate,1215.0,2.0,45.0,2
4745,Kudlu Gate,812.0,2.0,38.25,2
4746,Kudlu Gate,1547.0,2.0,103.0,2
4747,Kudlu Gate,1336.0,2.0,86.0,2
4748,Kudlu Gate,1919.0,3.0,121.0,3
4749,Kudlu Gate,1464.0,3.0,56.0,2
4750,Kudlu Gate,1535.0,3.0,85.0,3
4751,Kudlu Gate,1850.0,3.0,120.0,3
4752,Kudlu Gate,940.0,2.0,69.57,2
4753,Kudlu Gate,1215.0,2.0,44.96,2
4754,Kudlu Gate,1164.0,2.0,75.0,2
4755,Kudlu Gate,3850.0,6.0,205.0,4
4756,Kudlu Gate,1183.0,2.0,79.54,2
4757,Kudlu Gate,1850.0,3.0,110.0,3
4759,Kudlu Gate,1183.0,2.0,79.54,2
4760,Kudlu Gate,1200.0,2.0,44.4,2
4762,Kudlu Gate,1310.0,2.0,53.0,2
4763,Kumaraswami Layout,2000.0,4.0,139.0,4
4764,Kumaraswami Layout,1270.0,4.0,128.0,5
4765,Kumaraswami Layout,1000.0,2.0,48.5,2
4766,Kumaraswami Layout,1000.0,2.0,58.0,2
4767,Kumaraswami Layout,2400.0,7.0,125.0,7
4768,Kumaraswami Layout,2400.0,2.0,125.0,3
4769,Kumaraswami Layout,1310.0,2.0,70.0,3
4770,Kumaraswami Layout,850.0,1.0,78.0,1
4771,Kumaraswami Layout,3200.0,7.0,150.0,7
4772,Kumaraswami Layout,1310.0,2.0,85.0,3
4773,Kumaraswami Layout,2450.0,3.0,110.0,4
4774,Kumaraswami Layout,2040.0,4.0,123.0,7
4775,Kumaraswami Layout,3100.0,7.0,145.0,7
4776,Kumaraswami Layout,1200.0,3.0,75.0,3
4777,Kumaraswami Layout,1081.0,2.0,60.0,2
4778,Kundalahalli,1724.0,3.0,125.0,3
4779,Kundalahalli,1030.0,2.0,49.0,2
4780,Kundalahalli,735.0,2.0,57.99,2
4781,Kundalahalli,1047.0,2.0,82.0,2
4782,Kundalahalli,1397.0,3.0,105.0,3
4783,Kundalahalli,1724.0,3.0,127.0,3
4784,Kundalahalli,1010.0,2.0,49.27,2
4785,Kundalahalli,1397.0,3.0,110.0,3
4786,Kundalahalli,1397.0,3.0,104.0,3
4787,Kundalahalli,1397.0,3.0,108.0,3
4788,Kundalahalli,1920.0,3.0,150.0,3
4789,Kundalahalli,1397.0,3.0,105.0,3
4791,Kundalahalli,1724.0,3.0,124.0,3
4792,Kundalahalli,1047.0,2.0,84.0,2
4793,Kundalahalli,1047.0,2.0,83.0,2
4794,Kundalahalli,7000.0,4.0,550.0,4
4796,Kundalahalli,1120.0,2.0,53.76,2
4797,Kundalahalli,1047.0,2.0,82.62,2
4798,Kundalahalli,1047.0,2.0,91.0,2
4799,Kundalahalli,1724.0,3.0,146.0,3
4800,Kundalahalli,1600.0,3.0,170.0,3
4802,Kundalahalli,1724.0,3.0,125.0,3
4803,Kundalahalli,1010.0,2.0,48.27,2
4804,Kundalahalli,1047.0,2.0,89.0,2
4805,Kundalahalli,2500.0,5.0,245.0,4
4806,Kundalahalli,1397.0,3.0,105.0,3
4808,Kundalahalli,1047.0,2.0,72.0,2
4809,Kundalahalli,1260.0,2.0,58.0,2
4810,Kundalahalli,3092.0,4.0,230.0,4
4811,Kundalahalli,1065.0,2.0,70.0,2
4812,Kundalahalli,1724.0,3.0,146.0,3
4813,Kundalahalli,1047.0,2.0,91.0,2
4814,Kundalahalli,1724.0,3.0,128.0,3
4815,Kundalahalli,1315.0,2.0,74.0,2
4816,Kundalahalli,2100.0,3.0,150.0,3
4817,Kundalahalli,1724.0,3.0,125.0,3
4818,Kundalahalli,1724.0,3.0,140.0,3
4819,Kundalahalli,1175.0,2.0,65.0,2
4821,LB Shastri Nagar,1043.0,2.0,55.0,2
4822,LB Shastri Nagar,1184.0,2.0,69.0,2
4823,LB Shastri Nagar,665.0,1.0,32.0,1
4824,LB Shastri Nagar,1250.0,2.0,48.5,2
4825,LB Shastri Nagar,1400.0,2.0,80.0,3
4826,LB Shastri Nagar,1184.0,2.0,62.0,2
4827,LB Shastri Nagar,1200.0,2.0,47.0,2
4828,LB Shastri Nagar,1200.0,2.0,75.0,2
4829,LB Shastri Nagar,1000.0,2.0,49.5,2
4830,Laggere,2800.0,5.0,125.0,5
4831,Laggere,1200.0,3.0,130.0,3
4832,Laggere,1200.0,1.0,125.0,1
4833,Laggere,1200.0,2.0,75.0,2
4834,Laggere,620.0,2.0,48.0,1
4835,Lakshminarayana Pura,1185.0,2.0,75.0,2
4836,Lakshminarayana Pura,1600.0,2.0,108.0,3
4837,Lakshminarayana Pura,1180.0,2.0,75.0,2
4838,Lakshminarayana Pura,1172.0,2.0,82.0,2
4839,Lakshminarayana Pura,1179.0,2.0,75.0,2
4840,Lakshminarayana Pura,1149.0,2.0,75.0,2
4841,Lakshminarayana Pura,1336.0,2.0,100.0,2
4842,Lakshminarayana Pura,1175.0,2.0,75.0,2
4843,Lakshminarayana Pura,1190.0,2.0,75.0,2
4844,Lakshminarayana Pura,1200.0,2.0,75.0,2
4845,Lakshminarayana Pura,1200.0,2.0,75.0,2
4846,Lakshminarayana Pura,1165.0,2.0,75.0,2
4847,Lakshminarayana Pura,1145.0,2.0,75.0,2
4848,Lakshminarayana Pura,1500.0,3.0,104.0,3
4849,Lakshminarayana Pura,1210.0,2.0,75.0,2
4850,Lakshminarayana Pura,1169.0,2.0,75.0,2
4851,Lakshminarayana Pura,1200.0,2.0,75.0,2
4852,Lakshminarayana Pura,1172.0,2.0,75.0,2
4853,Lakshminarayana Pura,1172.0,2.0,75.0,2
4854,Lakshminarayana Pura,1180.0,2.0,75.0,2
4855,Lakshminarayana Pura,1200.0,2.0,83.0,2
4856,Lakshminarayana Pura,1200.0,2.0,80.0,2
4857,Lakshminarayana Pura,1195.0,2.0,75.0,2
4858,Lakshminarayana Pura,1200.0,2.0,80.0,2
4859,Lingadheeranahalli,1521.0,3.0,95.0,3
4860,Lingadheeranahalli,1511.0,3.0,95.0,3
4861,Lingadheeranahalli,1683.0,3.0,109.0,3
4862,Lingadheeranahalli,1519.0,3.0,93.0,3
4863,Lingadheeranahalli,1521.0,3.0,94.99,3
4864,Lingadheeranahalli,1682.0,3.0,120.0,3
4865,Lingadheeranahalli,1521.0,3.0,94.71,3
4866,Lingadheeranahalli,1893.0,3.0,130.0,3
4867,Lingadheeranahalli,1705.0,3.0,110.0,3
4868,Lingadheeranahalli,2245.0,4.0,154.0,4
4869,Lingadheeranahalli,1682.0,3.0,113.0,3
4870,Lingadheeranahalli,1682.0,3.0,114.0,3
4871,Lingadheeranahalli,1506.0,3.0,95.0,3
4872,Lingadheeranahalli,1683.0,3.0,110.0,3
4873,Lingadheeranahalli,1684.0,3.0,120.0,3
4874,Lingadheeranahalli,2236.0,4.0,153.0,4
4875,Lingadheeranahalli,1894.0,4.0,114.0,3
4876,Lingadheeranahalli,2240.0,4.0,160.0,4
4877,Magadi Road,3600.0,6.0,141.0,6
4878,Magadi Road,1116.0,2.0,50.0,2
4880,Magadi Road,884.0,2.0,41.1,2
4881,Magadi Road,1005.0,2.0,55.78,2
4882,Magadi Road,1000.0,2.0,46.5,2
4883,Magadi Road,1500.0,2.0,93.0,4
4884,Magadi Road,1350.0,1.0,100.0,2
4886,Magadi Road,1345.0,2.0,55.0,2
4888,Magadi Road,5000.0,6.0,360.0,5
4889,Magadi Road,1116.0,2.0,51.89,2
4890,Magadi Road,1052.0,2.0,60.0,3
4891,Magadi Road,940.0,2.0,50.0,2
4892,Magadi Road,1318.0,2.0,68.0,3
4894,Magadi Road,884.0,2.0,48.0,2
4896,Mahadevpura,1150.0,2.0,52.0,2
4897,Mahadevpura,1250.0,2.0,52.0,2
4898,Mahadevpura,1260.0,2.0,57.6,2
4899,Mahadevpura,730.0,1.0,35.0,1
4900,Mahadevpura,1434.0,2.0,67.39,3
4901,Mahadevpura,1146.0,2.0,53.8,2
4902,Mahadevpura,1532.0,2.0,62.0,2
4903,Mahadevpura,1620.0,2.0,76.0,3
4904,Mahadevpura,1136.0,2.0,64.5,2
4905,Mahadevpura,1400.0,2.0,65.8,3
4906,Mahadevpura,1137.0,2.0,53.4,2
4907,Mahadevpura,1601.0,3.0,95.0,3
4908,Mahadevpura,1450.0,3.0,75.0,3
4909,Mahadevpura,1152.0,2.0,54.0,2
4910,Mahadevpura,1212.0,2.0,56.9,2
4912,Mahadevpura,1505.0,3.0,78.0,3
4913,Mahadevpura,1500.0,2.0,70.0,3
4914,Mahadevpura,1236.0,2.0,58.0,2
4915,Mahadevpura,1236.0,2.0,58.0,2
4916,Mahadevpura,1120.0,2.0,53.0,2
4917,Mahalakshmi Layout,1575.0,5.0,158.0,4
4918,Mahalakshmi Layout,1105.0,2.0,80.0,2
4919,Mahalakshmi Layout,1200.0,3.0,160.0,4
4920,Mahalakshmi Layout,1080.0,2.0,67.0,2
4921,Mahalakshmi Layout,1200.0,2.0,110.0,3
4922,Mahalakshmi Layout,1876.0,3.0,150.0,3
4923,Mallasandra,1665.0,3.0,95.0,3
4924,Mallasandra,1665.0,3.0,86.58,3
4925,Mallasandra,1340.0,2.0,61.0,2
4926,Mallasandra,1325.0,2.0,70.0,2
4927,Mallasandra,1665.0,3.0,86.91,3
4928,Mallasandra,1325.0,2.0,70.0,2
4929,Mallasandra,905.0,2.0,40.0,2
4930,Mallasandra,1325.0,2.0,65.0,2
4931,Mallasandra,1325.0,2.0,73.0,2
4932,Mallasandra,1565.0,2.0,69.0,2
4933,Mallasandra,905.0,2.0,35.0,2
4935,Mallasandra,1100.0,2.0,76.3,3
4936,Malleshpalya,1140.0,2.0,46.5,2
4937,Malleshpalya,1225.0,2.0,46.86,2
4939,Malleshpalya,1052.0,2.0,50.0,2
4940,Malleshpalya,1405.0,2.0,77.0,3
4941,Malleshpalya,1065.0,2.0,50.0,2
4942,Malleshpalya,1210.0,2.0,55.0,2
4944,Malleshpalya,1060.0,2.0,40.0,2
4945,Malleshpalya,1430.0,2.0,69.5,3
4946,Malleshpalya,1421.0,2.0,90.0,2
4947,Malleshpalya,1245.0,2.0,55.0,2
4948,Malleshpalya,1200.0,2.0,46.0,2
4949,Malleshpalya,1225.0,2.0,52.0,2
4950,Malleshwaram,705.0,1.0,67.0,1
4951,Malleshwaram,12000.0,7.0,2200.0,7
4952,Malleshwaram,2500.0,5.0,325.0,4
4953,Malleshwaram,2006.0,3.0,297.0,3
4954,Malleshwaram,686.0,1.0,62.5,1
4955,Malleshwaram,2475.0,4.0,332.0,3
4956,Malleshwaram,2610.0,3.0,399.0,3
4957,Malleshwaram,2475.0,4.0,320.0,3
4958,Malleshwaram,900.0,2.0,95.0,2
4959,Malleshwaram,1420.0,2.0,158.0,2
4960,Malleshwaram,2000.0,3.0,250.0,3
4961,Malleshwaram,2215.0,3.0,275.0,3
